,unite_de_temps,type_de_transaction,montant,Solde_avant_transaction,Solde_après_transaction,Solde_initial_destinataire,nouveau_solde_destinataire,transaction_frauduleuse
72511,9,CASH_OUT,244068.01,244068.01,0.0,0.0,338538.16,1
72930,10,TRANSFER,59835.0,59835.0,0.0,0.0,0.0,1
72931,10,CASH_OUT,59835.0,59835.0,0.0,255480.76,315315.76,1
77745,10,CASH_OUT,277970.88,0.0,0.0,0.0,277970.88,1
90070,10,TRANSFER,93810.76,93810.76,0.0,0.0,0.0,1
90071,10,CASH_OUT,93810.76,93810.76,0.0,4096048.05,4189858.81,1
99371,10,TRANSFER,503405.88,503405.88,0.0,0.0,0.0,1
99372,10,CASH_OUT,503405.88,503405.88,0.0,29669.0,533074.88,1
102180,10,TRANSFER,2662734.59,2662734.59,0.0,0.0,0.0,1
102181,10,CASH_OUT,2662734.59,2662734.59,0.0,14165.62,2930405.33,1
102607,10,TRANSFER,9217.19,9217.19,0.0,0.0,96795.6,1
102608,10,CASH_OUT,9217.19,9217.19,0.0,0.0,9217.19,1
136419,11,TRANSFER,2100.0,2100.0,0.0,0.0,0.0,1
136420,11,CASH_OUT,2100.0,2100.0,0.0,112512.48,114612.48,1
138559,11,TRANSFER,1933920.8,0.0,0.0,1283762.85,3217683.65,1
141634,11,TRANSFER,313418.28,313418.28,0.0,0.0,97980.88,1
141635,11,CASH_OUT,313418.28,313418.28,0.0,688164.64,1029922.17,1
142087,11,TRANSFER,12461.0,12461.0,0.0,0.0,0.0,1
142088,11,CASH_OUT,12461.0,12461.0,0.0,27964.11,40425.11,1
146627,12,TRANSFER,19472.0,19472.0,0.0,0.0,0.0,1
146628,12,CASH_OUT,19472.0,19472.0,0.0,0.0,19472.0,1
151657,12,TRANSFER,3964129.99,3964129.99,0.0,0.0,0.0,1
151658,12,CASH_OUT,3964129.99,3964129.99,0.0,1912955.54,5811064.07,1
151924,12,TRANSFER,1041647.06,1041647.06,0.0,0.0,0.0,1
151925,12,CASH_OUT,1041647.06,1041647.06,0.0,52730.33,1094377.39,1
167556,12,TRANSFER,2066467.64,2066467.64,0.0,0.0,81209.81,1
167557,12,CASH_OUT,2066467.64,2066467.64,0.0,194510.24,3098566.67,1
169998,12,CASH_OUT,149668.66,0.0,0.0,44170.11,193838.76,1
174584,12,TRANSFER,2007.0,2007.0,0.0,0.0,0.0,1
174585,12,CASH_OUT,2007.0,2007.0,0.0,129917.8,250910.76,1
178668,12,CASH_OUT,222048.71,0.0,0.0,2979.0,225027.71,1
181900,12,TRANSFER,8677.0,8677.0,0.0,0.0,0.0,1
181901,12,CASH_OUT,8677.0,8677.0,0.0,225127.62,233804.62,1
182861,13,TRANSFER,408.0,408.0,0.0,0.0,226013.18,1
182862,13,CASH_OUT,408.0,408.0,0.0,898297.85,1075854.14,1
193765,13,TRANSFER,48375.02,48375.02,0.0,0.0,0.0,1
193766,13,CASH_OUT,48375.02,48375.02,0.0,374803.26,658520.33,1
196775,13,TRANSFER,4022667.54,4022667.54,0.0,0.0,0.0,1
196776,13,CASH_OUT,4022667.54,4022667.54,0.0,80136.56,4057191.21,1
200845,13,CASH_OUT,454859.39,0.0,0.0,0.0,454859.39,1
202361,13,TRANSFER,1161495.82,1161495.82,0.0,0.0,0.0,1
202362,13,CASH_OUT,1161495.82,1161495.82,0.0,319036.02,1565123.81,1
204215,13,TRANSFER,2686564.04,2686564.04,0.0,0.0,0.0,1
204216,13,CASH_OUT,2686564.04,2686564.04,0.0,438199.37,3124763.41,1
217320,13,TRANSFER,6188514.81,6188514.81,0.0,0.0,0.0,1
217321,13,CASH_OUT,6188514.81,6188514.81,0.0,381607.21,6424681.56,1
217978,13,TRANSFER,123194.95,79466.45,0.0,535933.16,263908.84,1
222997,14,TRANSFER,2093951.47,2093951.47,0.0,0.0,0.0,1
222998,14,CASH_OUT,2093951.47,2093951.47,0.0,0.0,2093951.47,1
241947,14,TRANSFER,143032.0,143032.0,0.0,0.0,0.0,1
241948,14,CASH_OUT,143032.0,143032.0,0.0,814654.61,1020323.73,1
242982,14,TRANSFER,2927005.15,2927005.15,0.0,0.0,0.0,1
242983,14,CASH_OUT,2927005.15,2927005.15,0.0,0.0,2994420.07,1
248771,14,TRANSFER,1832319.42,1832319.42,0.0,0.0,0.0,1
248772,14,CASH_OUT,1832319.42,1832319.42,0.0,43962.42,2440139.69,1
255701,14,TRANSFER,1561891.66,1561891.66,0.0,0.0,0.0,1
255702,14,CASH_OUT,1561891.66,1561891.66,0.0,3471928.95,6443177.56,1
259844,14,TRANSFER,65488.05,65488.05,0.0,0.0,0.0,1
259845,14,CASH_OUT,65488.05,65488.05,0.0,0.0,65488.05,1
271116,15,TRANSFER,696763.08,696763.08,0.0,0.0,69861.26,1
271117,15,CASH_OUT,696763.08,696763.08,0.0,366114.58,1347073.81,1
277265,15,TRANSFER,119.0,119.0,0.0,0.0,0.0,1
277266,15,CASH_OUT,119.0,119.0,0.0,4844060.13,4844179.13,1
277990,15,TRANSFER,128473.62,128473.62,0.0,0.0,0.0,1
277991,15,CASH_OUT,128473.62,128473.62,0.0,0.0,128473.62,1
285019,15,TRANSFER,248056.41,248056.41,0.0,0.0,0.0,1
285020,15,CASH_OUT,248056.41,248056.41,0.0,0.0,201427.47,1
286185,15,TRANSFER,164500.81,164500.81,0.0,0.0,0.0,1
286186,15,CASH_OUT,164500.81,164500.81,0.0,685636.21,850137.02,1
288376,15,TRANSFER,212089.74,212089.74,0.0,0.0,0.0,1
288377,15,CASH_OUT,212089.74,212089.74,0.0,257758.48,469848.23,1
291459,15,CASH_OUT,95428.32,0.0,0.0,0.0,95428.32,1
296686,15,CASH_OUT,39713.28,0.0,0.0,1274866.51,1314579.79,1
301801,15,TRANSFER,170.0,170.0,0.0,0.0,0.0,1
301802,15,CASH_OUT,170.0,170.0,0.0,413421.36,345764.15,1
302331,15,TRANSFER,747282.4,747282.4,0.0,0.0,0.0,1
302332,15,CASH_OUT,747282.4,747282.4,0.0,5340917.82,6088200.22,1
303659,15,TRANSFER,59385.67,59385.67,0.0,0.0,0.0,1
303660,15,CASH_OUT,59385.67,59385.67,0.0,74371.0,133756.67,1
318373,16,TRANSFER,2198224.71,2198224.71,0.0,0.0,0.0,1
318374,16,CASH_OUT,2198224.71,2198224.71,0.0,0.0,2198224.71,1
327761,16,TRANSFER,828720.89,828720.89,0.0,0.0,0.0,1
327762,16,CASH_OUT,828720.89,828720.89,0.0,9142622.59,10184336.54,1
338007,16,TRANSFER,2701905.3,2701905.3,0.0,0.0,0.0,1
338008,16,CASH_OUT,2701905.3,2701905.3,0.0,57418.0,2759323.3,1
343300,16,TRANSFER,31074.0,31074.0,0.0,0.0,0.0,1
343301,16,CASH_OUT,31074.0,31074.0,0.0,0.0,31074.0,1
347734,16,TRANSFER,121626.82,121626.82,0.0,0.0,0.0,1
347735,16,CASH_OUT,121626.82,121626.82,0.0,653744.34,775371.16,1
368258,17,TRANSFER,1639676.27,1639676.27,0.0,0.0,0.0,1
368259,17,CASH_OUT,1639676.27,1639676.27,0.0,448954.92,2198318.48,1
369526,17,TRANSFER,305627.0,305627.0,0.0,0.0,0.0,1
369527,17,CASH_OUT,305627.0,305627.0,0.0,7699847.16,8005474.16,1
376840,17,TRANSFER,195351.76,195351.76,0.0,0.0,0.0,1
376841,17,CASH_OUT,195351.76,195351.76,0.0,156408.25,265841.0,1
377151,17,CASH_OUT,42062.82,340830.43,298767.61,398931.35,678419.64,1
397546,18,TRANSFER,295664.18,295664.18,0.0,0.0,0.0,1
397547,18,CASH_OUT,295664.18,295664.18,0.0,10184336.54,10480000.72,1
404428,18,TRANSFER,307739.18,307739.18,0.0,0.0,0.0,1
404429,18,CASH_OUT,307739.18,307739.18,0.0,25326.0,838246.41,1
408955,18,CASH_OUT,314251.58,75956.47,0.0,7962205.25,8276456.84,1
410905,18,TRANSFER,1102133.9,1102133.9,0.0,0.0,746575.95,1
410906,18,CASH_OUT,1102133.9,1102133.9,0.0,306228.56,1408362.45,1
414521,18,TRANSFER,1144089.37,1144089.37,0.0,0.0,0.0,1
414522,18,CASH_OUT,1144089.37,1144089.37,0.0,2502877.26,3879210.29,1
421523,18,TRANSFER,1974352.3,1974352.3,0.0,0.0,0.0,1
421524,18,CASH_OUT,1974352.3,1974352.3,0.0,15531.71,1989884.01,1
421585,18,TRANSFER,11481.0,11481.0,0.0,0.0,263492.28,1
421586,18,CASH_OUT,11481.0,11481.0,0.0,761417.61,1765080.5,1
424928,18,CASH_OUT,508782.2,0.0,0.0,1082007.65,1590789.85,1
437291,18,TRANSFER,9131.0,9131.0,0.0,0.0,0.0,1
437292,18,CASH_OUT,9131.0,9131.0,0.0,133084.02,142215.02,1
464597,19,TRANSFER,143660.11,143660.11,0.0,0.0,0.0,1
464598,19,CASH_OUT,143660.11,143660.11,0.0,0.0,143660.11,1
474966,19,TRANSFER,3477438.49,3477438.49,0.0,0.0,0.0,1
474967,19,CASH_OUT,3477438.49,3477438.49,0.0,0.0,3477438.49,1
479636,19,CASH_OUT,122101.57,0.0,0.0,0.0,639940.2,1
480463,19,TRANSFER,161939.36,161939.36,0.0,0.0,0.0,1
480464,19,CASH_OUT,161939.36,161939.36,0.0,628935.02,851972.34,1
481250,19,TRANSFER,10000000.0,11861008.32,1861008.32,0.0,0.0,1
481251,19,CASH_OUT,10000000.0,10000000.0,0.0,504326.62,10342417.9,1
481252,19,TRANSFER,1861008.32,1861008.32,0.0,0.0,0.0,1
481253,19,CASH_OUT,1861008.32,1861008.32,0.0,0.0,1789942.62,1
499609,20,TRANSFER,16614.82,16614.82,0.0,0.0,0.0,1
499610,20,CASH_OUT,16614.82,16614.82,0.0,904409.29,921024.11,1
522655,20,TRANSFER,448025.06,448025.06,0.0,0.0,0.0,1
522656,20,CASH_OUT,448025.06,448025.06,0.0,71679.93,519704.99,1
537962,21,TRANSFER,785323.0,785323.0,0.0,0.0,0.0,1
537963,21,CASH_OUT,785323.0,785323.0,0.0,803839.25,1720783.92,1
538753,21,TRANSFER,158299.34,158299.34,0.0,0.0,0.0,1
538754,21,CASH_OUT,158299.34,158299.34,0.0,36152.54,271369.74,1
543928,21,CASH_OUT,23292.3,0.0,0.0,392364.62,415656.92,1
553050,22,TRANSFER,346704.55,346704.55,0.0,0.0,0.0,1
553051,22,CASH_OUT,346704.55,346704.55,0.0,513994.79,860699.34,1
554857,22,TRANSFER,461509.86,461509.86,0.0,0.0,0.0,1
554858,22,CASH_OUT,461509.86,461509.86,0.0,302583.81,764093.67,1
554875,22,TRANSFER,37100.29,37100.29,0.0,0.0,0.0,1
554876,22,CASH_OUT,37100.29,37100.29,0.0,433212.41,470312.7,1
555101,22,TRANSFER,235512.2,235512.2,0.0,0.0,0.0,1
555102,22,CASH_OUT,235512.2,235512.2,0.0,8490637.21,9272647.09,1
555789,22,TRANSFER,2068118.36,2068118.36,0.0,0.0,0.0,1
555790,22,CASH_OUT,2068118.36,2068118.36,0.0,3054285.45,5122403.81,1
556187,22,TRANSFER,74804.24,74804.24,0.0,0.0,0.0,1
556188,22,CASH_OUT,74804.24,74804.24,0.0,0.0,74804.24,1
556508,22,TRANSFER,489767.32,489767.32,0.0,0.0,0.0,1
556509,22,CASH_OUT,489767.32,489767.32,0.0,0.0,489767.32,1
556521,22,TRANSFER,379878.0,379878.0,0.0,0.0,0.0,1
556522,22,CASH_OUT,379878.0,379878.0,0.0,1301414.19,1681292.19,1
559979,22,CASH_OUT,89571.46,4505.6,0.0,1929428.01,2018999.47,1
562125,22,TRANSFER,1258956.71,1258956.71,0.0,0.0,0.0,1
562126,22,CASH_OUT,1258956.71,1258956.71,0.0,4736010.72,5994967.43,1
562242,22,TRANSFER,77773.14,77773.14,0.0,0.0,0.0,1
562243,22,CASH_OUT,77773.14,77773.14,0.0,1853403.61,1931176.75,1
562862,22,TRANSFER,239646.72,239646.72,0.0,0.0,0.0,1
562863,22,CASH_OUT,239646.72,239646.72,0.0,2208970.26,2448616.98,1
566149,23,TRANSFER,146127.1,146127.1,0.0,0.0,0.0,1
566150,23,CASH_OUT,146127.1,146127.1,0.0,177874.39,324001.49,1
571496,24,TRANSFER,291305.98,291305.98,0.0,0.0,0.0,1
571497,24,CASH_OUT,291305.98,291305.98,0.0,954554.82,1247963.68,1
572194,24,TRANSFER,986876.27,986876.27,0.0,0.0,0.0,1
572195,24,CASH_OUT,986876.27,986876.27,0.0,57853.96,1044730.24,1
572854,24,TRANSFER,6844.73,6844.73,0.0,0.0,0.0,1
572855,24,CASH_OUT,6844.73,6844.73,0.0,264100.7,270945.42,1
574433,25,TRANSFER,8383.17,8383.17,0.0,0.0,0.0,1
574434,25,CASH_OUT,8383.17,8383.17,0.0,6577262.64,6585645.81,1
574482,25,TRANSFER,781953.11,781953.11,0.0,0.0,0.0,1
574483,25,CASH_OUT,781953.11,781953.11,0.0,0.0,781953.11,1
574713,25,TRANSFER,217231.0,217231.0,0.0,0.0,0.0,1
574714,25,CASH_OUT,217231.0,217231.0,0.0,7236671.1,7453902.1,1
574957,25,TRANSFER,44829.81,44829.81,0.0,0.0,0.0,1
574958,25,CASH_OUT,44829.81,44829.81,0.0,301552.31,346382.12,1
574960,25,TRANSFER,296333.54,296333.54,0.0,0.0,0.0,1
574961,25,CASH_OUT,296333.54,296333.54,0.0,3355664.68,3651998.22,1
574991,25,TRANSFER,18126.95,18126.95,0.0,0.0,0.0,1
574992,25,CASH_OUT,18126.95,18126.95,0.0,0.0,18126.95,1
575028,25,TRANSFER,249159.26,249159.26,0.0,0.0,0.0,1
575029,25,CASH_OUT,249159.26,249159.26,0.0,285997.41,535156.67,1
575511,25,TRANSFER,1698263.69,1698263.69,0.0,0.0,0.0,1
575512,25,CASH_OUT,1698263.69,1698263.69,0.0,0.0,1698263.69,1
575768,25,TRANSFER,802382.45,802382.45,0.0,0.0,0.0,1
575769,25,CASH_OUT,802382.45,802382.45,0.0,0.0,802382.45,1
575854,26,TRANSFER,37065.55,37065.55,0.0,0.0,0.0,1
575855,26,CASH_OUT,37065.55,37065.55,0.0,1396327.66,1433393.21,1
576000,26,TRANSFER,369186.87,369186.87,0.0,0.0,0.0,1
576001,26,CASH_OUT,369186.87,369186.87,0.0,36224.11,405410.97,1
576022,26,TRANSFER,78741.64,78741.64,0.0,0.0,0.0,1
576023,26,CASH_OUT,78741.64,78741.64,0.0,48628.52,127370.16,1
576027,26,TRANSFER,1646181.09,1646181.09,0.0,0.0,0.0,1
576028,26,CASH_OUT,1646181.09,1646181.09,0.0,220025.2,1866206.29,1
576160,26,TRANSFER,331829.94,331829.94,0.0,0.0,0.0,1
576161,26,CASH_OUT,331829.94,331829.94,0.0,792855.99,1124685.94,1
576166,26,TRANSFER,1027152.36,1027152.36,0.0,0.0,0.0,1
576167,26,CASH_OUT,1027152.36,1027152.36,0.0,519428.56,1546580.92,1
576300,27,TRANSFER,494244.61,494244.61,0.0,0.0,0.0,1
576301,27,CASH_OUT,494244.61,494244.61,0.0,653451.43,1147696.03,1
576319,27,TRANSFER,329937.88,329937.88,0.0,0.0,0.0,1
576320,27,CASH_OUT,329937.88,329937.88,0.0,349407.23,679345.1,1
576324,27,TRANSFER,496128.26,496128.26,0.0,0.0,0.0,1
576325,27,CASH_OUT,496128.26,496128.26,0.0,465770.07,961898.33,1
576332,27,TRANSFER,1218165.88,1218165.88,0.0,0.0,0.0,1
576333,27,CASH_OUT,1218165.88,1218165.88,0.0,742564.27,1960730.15,1
576334,28,TRANSFER,3832058.34,3832058.34,0.0,0.0,0.0,1
576335,28,CASH_OUT,3832058.34,3832058.34,0.0,531662.14,4363720.48,1
576336,28,TRANSFER,491517.77,491517.77,0.0,0.0,0.0,1
576337,28,CASH_OUT,491517.77,491517.77,0.0,518777.34,1010295.11,1
576338,29,TRANSFER,340198.41,340198.41,0.0,0.0,0.0,1
576339,29,CASH_OUT,340198.41,340198.41,0.0,1614043.79,1954242.21,1
576340,29,TRANSFER,268641.82,268641.82,0.0,0.0,0.0,1
576341,29,CASH_OUT,268641.82,268641.82,0.0,197163.95,465805.77,1
576342,30,TRANSFER,122235.11,122235.11,0.0,0.0,0.0,1
576343,30,CASH_OUT,122235.11,122235.11,0.0,0.0,122235.11,1
576344,30,TRANSFER,236947.25,236947.25,0.0,0.0,0.0,1
576345,30,CASH_OUT,236947.25,236947.25,0.0,70084.28,307031.53,1
576346,30,TRANSFER,19016.22,19016.22,0.0,0.0,0.0,1
576347,30,CASH_OUT,19016.22,19016.22,0.0,9347999.52,9367015.74,1
576348,30,TRANSFER,109401.88,109401.88,0.0,0.0,0.0,1
576349,30,CASH_OUT,109401.88,109401.88,0.0,245588.62,354990.5,1
576350,31,TRANSFER,335219.49,335219.49,0.0,0.0,0.0,1
576351,31,CASH_OUT,335219.49,335219.49,0.0,111675.56,446895.05,1
576352,31,TRANSFER,120406.39,120406.39,0.0,0.0,0.0,1
576353,31,CASH_OUT,120406.39,120406.39,0.0,0.0,120406.39,1
576354,31,TRANSFER,21516.38,21516.38,0.0,0.0,0.0,1
576355,31,CASH_OUT,21516.38,21516.38,0.0,900122.84,921639.22,1
576356,31,TRANSFER,378204.02,378204.02,0.0,0.0,0.0,1
576357,31,CASH_OUT,378204.02,378204.02,0.0,0.0,378204.02,1
576358,31,TRANSFER,5021186.54,5021186.54,0.0,0.0,0.0,1
576359,31,CASH_OUT,5021186.54,5021186.54,0.0,880859.14,5902045.68,1
576360,31,TRANSFER,587031.2,587031.2,0.0,0.0,0.0,1
576361,31,CASH_OUT,587031.2,587031.2,0.0,338247.75,925278.94,1
576362,32,TRANSFER,81867.07,81867.07,0.0,0.0,0.0,1
576363,32,CASH_OUT,81867.07,81867.07,0.0,135117.98,216985.05,1
576364,32,TRANSFER,2023920.09,2023920.09,0.0,0.0,0.0,1
576365,32,CASH_OUT,2023920.09,2023920.09,0.0,1530400.88,3554320.97,1
576366,32,TRANSFER,404165.06,404165.06,0.0,0.0,0.0,1
576367,32,CASH_OUT,404165.06,404165.06,0.0,0.0,404165.06,1
576368,32,TRANSFER,1164448.96,1164448.96,0.0,0.0,0.0,1
576369,32,CASH_OUT,1164448.96,1164448.96,0.0,1080246.34,2244695.29,1
576370,32,TRANSFER,401575.19,401575.19,0.0,0.0,0.0,1
576371,32,CASH_OUT,401575.19,401575.19,0.0,0.0,401575.19,1
576372,32,TRANSFER,604933.67,604933.67,0.0,0.0,0.0,1
576373,32,CASH_OUT,604933.67,604933.67,0.0,35839.7,640773.38,1
580449,33,TRANSFER,3295227.84,3295227.84,0.0,0.0,0.0,1
580450,33,CASH_OUT,3295227.84,3295227.84,0.0,0.0,4002861.53,1
584083,33,TRANSFER,214975.9,214975.9,0.0,0.0,0.0,1
584084,33,CASH_OUT,214975.9,214975.9,0.0,152331.28,374513.69,1
586311,33,TRANSFER,10000000.0,19887819.06,9887819.06,0.0,0.0,1
586312,33,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,1
586313,33,TRANSFER,9887819.06,9887819.06,0.0,0.0,0.0,1
586314,33,CASH_OUT,9887819.06,9887819.06,0.0,801913.95,10165200.11,1
590490,33,TRANSFER,1448630.38,1448630.38,0.0,0.0,0.0,1
590491,33,CASH_OUT,1448630.38,1448630.38,0.0,1294571.45,2743201.82,1
597895,33,TRANSFER,6648389.9,6648389.9,0.0,0.0,0.0,1
597896,33,CASH_OUT,6648389.9,6648389.9,0.0,2609209.55,9257599.45,1
605778,34,TRANSFER,51424.22,51424.22,0.0,0.0,0.0,1
605779,34,CASH_OUT,51424.22,51424.22,0.0,87252.78,138677.0,1
610270,34,TRANSFER,428239.03,428239.03,0.0,0.0,0.0,1
610271,34,CASH_OUT,428239.03,428239.03,0.0,293130.02,1456009.92,1
610619,34,TRANSFER,52557.21,52557.21,0.0,0.0,0.0,1
610620,34,CASH_OUT,52557.21,52557.21,0.0,0.0,52557.21,1
611234,34,TRANSFER,1462355.44,1462355.44,0.0,0.0,0.0,1
611235,34,CASH_OUT,1462355.44,1462355.44,0.0,1544724.84,3007080.29,1
612090,34,TRANSFER,27951.26,27951.26,0.0,0.0,0.0,1
612091,34,CASH_OUT,27951.26,27951.26,0.0,10439.0,698752.71,1
615174,34,TRANSFER,989311.12,989311.12,0.0,0.0,0.0,1
615175,34,CASH_OUT,989311.12,989311.12,0.0,1009370.24,1998681.36,1
616561,34,TRANSFER,865948.49,865948.49,0.0,0.0,0.0,1
616562,34,CASH_OUT,865948.49,865948.49,0.0,0.0,865948.49,1
616791,34,TRANSFER,30917.39,30917.39,0.0,0.0,0.0,1
616792,34,CASH_OUT,30917.39,30917.39,0.0,339926.42,370843.82,1
620987,34,TRANSFER,40458.0,40458.0,0.0,0.0,0.0,1
620988,34,CASH_OUT,40458.0,40458.0,0.0,561393.36,331179.02,1
622611,34,TRANSFER,1016540.35,1016540.35,0.0,0.0,0.0,1
622612,34,CASH_OUT,1016540.35,1016540.35,0.0,4463851.64,5700161.74,1
626937,34,TRANSFER,71693.42,71693.42,0.0,0.0,0.0,1
626938,34,CASH_OUT,71693.42,71693.42,0.0,0.0,71693.42,1
637350,35,TRANSFER,472692.51,472692.51,0.0,0.0,0.0,1
637351,35,CASH_OUT,472692.51,472692.51,0.0,193065.83,665758.34,1
640263,35,TRANSFER,122032.62,122032.62,0.0,0.0,0.0,1
640264,35,CASH_OUT,122032.62,122032.62,0.0,0.0,122032.62,1
643435,35,TRANSFER,3606943.31,3606943.31,0.0,0.0,0.0,1
643436,35,CASH_OUT,3606943.31,3606943.31,0.0,0.0,3606943.31,1
643671,35,CASH_OUT,112280.88,0.0,0.0,40512.49,152793.36,1
646014,35,TRANSFER,171788.82,171788.82,0.0,0.0,0.0,1
646015,35,CASH_OUT,171788.82,171788.82,0.0,19962.0,0.0,1
650133,35,TRANSFER,9465988.82,9465988.82,0.0,0.0,0.0,1
650134,35,CASH_OUT,9465988.82,9465988.82,0.0,0.0,9465988.82,1
651947,35,TRANSFER,454511.73,454511.73,0.0,0.0,0.0,1
651948,35,CASH_OUT,454511.73,454511.73,0.0,140892.24,595403.98,1
653948,35,TRANSFER,136983.26,136983.26,0.0,0.0,0.0,1
653949,35,CASH_OUT,136983.26,136983.26,0.0,0.0,136983.26,1
665637,36,TRANSFER,326884.31,326884.31,0.0,0.0,0.0,1
665638,36,CASH_OUT,326884.31,326884.31,0.0,337428.2,664312.51,1
667026,36,TRANSFER,2352524.18,2352524.18,0.0,0.0,0.0,1
667027,36,CASH_OUT,2352524.18,2352524.18,0.0,1227902.12,3580426.31,1
667085,36,TRANSFER,113338.99,113338.99,0.0,0.0,0.0,1
667086,36,CASH_OUT,113338.99,113338.99,0.0,3290608.15,3403947.14,1
675536,36,TRANSFER,886592.76,886592.76,0.0,0.0,0.0,1
675537,36,CASH_OUT,886592.76,886592.76,0.0,112531.06,999123.82,1
680190,36,TRANSFER,819503.92,819503.92,0.0,0.0,0.0,1
680191,36,CASH_OUT,819503.92,819503.92,0.0,255585.23,1470226.48,1
683722,36,TRANSFER,636.0,636.0,0.0,0.0,0.0,1
683723,36,CASH_OUT,636.0,636.0,0.0,0.0,636.0,1
687403,36,TRANSFER,32382.96,32382.96,0.0,0.0,0.0,1
687404,36,CASH_OUT,32382.96,32382.96,0.0,0.0,32382.96,1
687726,36,TRANSFER,103056.0,103056.0,0.0,0.0,0.0,1
687727,36,CASH_OUT,103056.0,103056.0,0.0,444182.13,547238.13,1
694551,36,CASH_OUT,234377.29,0.0,0.0,34937.86,269315.15,1
695414,36,TRANSFER,1684039.12,1684039.12,0.0,0.0,0.0,1
695415,36,CASH_OUT,1684039.12,1684039.12,0.0,32961658.25,34645697.37,1
708912,37,TRANSFER,1842.0,1842.0,0.0,0.0,0.0,1
708913,37,CASH_OUT,1842.0,1842.0,0.0,0.0,1842.0,1
717792,37,TRANSFER,180967.56,180967.56,0.0,0.0,0.0,1
717793,37,CASH_OUT,180967.56,180967.56,0.0,95280.53,276248.1,1
722089,37,TRANSFER,93083.27,93083.27,0.0,0.0,0.0,1
722090,37,CASH_OUT,93083.27,93083.27,0.0,2466124.85,2559208.13,1
725132,37,TRANSFER,5979556.06,5979556.06,0.0,0.0,0.0,1
725133,37,CASH_OUT,5979556.06,5979556.06,0.0,0.0,5979556.06,1
728194,37,TRANSFER,128133.0,128133.0,0.0,0.0,0.0,1
728195,37,CASH_OUT,128133.0,128133.0,0.0,160395.62,288528.62,1
729660,37,TRANSFER,503793.25,503793.25,0.0,0.0,95709.62,1
729661,37,CASH_OUT,503793.25,503793.25,0.0,10096055.39,10599848.64,1
732891,37,CASH_OUT,112486.46,0.0,0.0,257274.47,369760.93,1
739293,38,TRANSFER,448004.86,448004.86,0.0,0.0,0.0,1
739294,38,CASH_OUT,448004.86,448004.86,0.0,147828.66,595833.52,1
742060,38,TRANSFER,90204.54,90204.54,0.0,0.0,0.0,1
742061,38,CASH_OUT,90204.54,90204.54,0.0,0.0,90204.54,1
750755,38,CASH_OUT,577418.98,0.0,0.0,0.0,577418.98,1
751771,38,TRANSFER,21367.0,21367.0,0.0,0.0,0.0,1
751772,38,CASH_OUT,21367.0,21367.0,0.0,898934.02,920301.02,1
756497,38,TRANSFER,2395.29,2395.29,0.0,0.0,0.0,1
756498,38,CASH_OUT,2395.29,2395.29,0.0,276538.59,470937.03,1
759791,38,TRANSFER,7567170.36,7567170.36,0.0,0.0,0.0,1
759792,38,CASH_OUT,7567170.36,7567170.36,0.0,345425.4,7912595.75,1
761852,38,TRANSFER,3372.0,3372.0,0.0,0.0,0.0,1
761853,38,CASH_OUT,3372.0,3372.0,0.0,456659.44,460031.44,1
764187,38,CASH_OUT,407005.78,0.0,0.0,0.0,407005.78,1
765268,38,TRANSFER,360688.3,360688.3,0.0,0.0,0.0,1
765269,38,CASH_OUT,360688.3,360688.3,0.0,0.0,360688.3,1
766627,39,TRANSFER,2070814.27,2070814.27,0.0,0.0,0.0,1
766628,39,CASH_OUT,2070814.27,2070814.27,0.0,0.0,2070814.27,1
767468,39,TRANSFER,238717.5,238717.5,0.0,0.0,0.0,1
767469,39,CASH_OUT,238717.5,238717.5,0.0,601511.4,671690.05,1
769762,39,TRANSFER,18887.0,18887.0,0.0,0.0,0.0,1
769763,39,CASH_OUT,18887.0,18887.0,0.0,131489.74,150376.74,1
777626,39,TRANSFER,7937954.2,7937954.2,0.0,0.0,0.0,1
777627,39,CASH_OUT,7937954.2,7937954.2,0.0,2716480.56,10654434.76,1
782395,39,TRANSFER,39013.3,39013.3,0.0,0.0,0.0,1
782396,39,CASH_OUT,39013.3,39013.3,0.0,924162.55,1089489.11,1
788647,39,TRANSFER,152042.16,152042.16,0.0,0.0,0.0,1
788648,39,CASH_OUT,152042.16,152042.16,0.0,710428.02,862470.18,1
792109,40,TRANSFER,26950.06,26950.06,0.0,0.0,0.0,1
792110,40,CASH_OUT,26950.06,26950.06,0.0,255430.21,282380.27,1
800385,40,TRANSFER,20314.97,20314.97,0.0,0.0,0.0,1
800386,40,CASH_OUT,20314.97,20314.97,0.0,1270005.54,1290320.51,1
801933,40,TRANSFER,6188772.44,6188772.44,0.0,0.0,0.0,1
801934,40,CASH_OUT,6188772.44,6188772.44,0.0,6056796.74,12442836.61,1
805429,40,TRANSFER,2757431.53,2757431.53,0.0,0.0,0.0,1
805430,40,CASH_OUT,2757431.53,2757431.53,0.0,0.0,2757431.53,1
817010,40,TRANSFER,7887.75,7887.75,0.0,0.0,0.0,1
817011,40,CASH_OUT,7887.75,7887.75,0.0,0.0,7887.75,1
819198,40,TRANSFER,31930.24,31930.24,0.0,0.0,0.0,1
819199,40,CASH_OUT,31930.24,31930.24,0.0,113287.58,145217.82,1
819543,40,TRANSFER,212613.29,212613.29,0.0,0.0,0.0,1
